"","location"
"9478","KAZI TELECOM , BEGUM ROKEYA SARANI , AGARGAON"
"9479","RD 117,GULSHAN 1"
"9480","POWERPLAY,SOMAJ KOLLAN RD,WEST ARICHPUR"
"9481","SHEWRAPARA BUS STAND"
"9482","RANI COTTAGE,H 13/KA,GARDEN RD,WEST KAWRAN BAZAR"
"9483","BATA,ROAD 27(NEW 16),DHANMONDI R/A"
"9484","DELTA HOSPITAL, DAR US SALAM ROAD , MOFIZBAGH HOUSING , SHAH ALI BAGH"
"9485","ARN TELECOM & COSMETICS CENTER , ZOO RD , MIRPUR 2"
"9486","LAKE,BEGUM ROKEYA SARANI,EAST MONIPUR"
"9487","TALTOLA BUS STAND,AGARGAON"
"9488","HOUSE 1, ROAD 10 , SECTOR 3, UTTARA"
"9489","THE CITY BANK LTD AMEX LOUNGE DOMESITC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATONAL AIRPORT,KURMITOLA"
"9490","BARIDHARA J BLOCK , NATUN BAZAR"
"9491","H 267,RD 10,BLOCK A,BASHUNDHARA R/A"
"9492","SUMMER , 276 , SARAK 3 , BASUNDHARA R/A"
"9493","EASTERN NAHAR , 22/18 , BLOCK B , KHILJI ROAD , MOHAMMADPUR"
"9494","BANGLADESH BANK HIGH SCHOOL , STATION ROAD , ARAMBAG , KOMLAPUR"
"9495","THE CITY BANK LTD AMEX LOUNGE
DOMESTIC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA"
"9496","SHERATON DHAKA , KEMAL ATATURK AVENUE BANANI"
"9497","SHOPNO CARE BEAUTY PARLOUR & GYM,267/1,CHAPAKHANA MOR,AHMED NAGAR,MUKTI HOUSING,AHMED NAGAR"
"9498","SONALI BANK LTD , HEAD OFFICE , MOTIJHEEL RD , DILKUSHA"
"9499","MIRPUR ADHUNIK HOSPITAL AND , DIAGONSTIC CENTER , RD 5 , MIRPUR 12"
"9500","MOHONA TELIVISION,H 7,BEGUM ROKEYA,MIRPUR 11"
"9501","MUGHAL MAHAL INDIAN SPICY,JAMUNA FUTURE PARK,BASUNDHARA R/A"
"9502","SK DREAM HOUSE 744, ROAD NO 10 BASHUNDHARA R/A"
"9503","BAHADUR SHAH PARK,JOHNSON RD,BANGLA BAZAR"
"9504","WOMEN'S AND CHILDREN'S GENERAL HOSPITAL RESIDENTIAL AREA , DHANMONDI"
"9505","SHAMIM ELECTRONICS , BLOCK A, BANASREE"
"9506","267 , MALIBAGH , PABNA COLONY"
"9507","RUPAYAN CITY UTTARA , NALBHOG"
"9508","HOUSE 317 , ROAD NO.12 , BLOCK C , BASUNDHARA R/A"
"9509","INNERGFO,TRAINING,GULSHAN 2,GULSHAN"
"9510","TIMEFLIES,ROAD 11,BLOCK E,BANANI"
"9511","ROWSHAN MONZIL , 191/D , ROAD NO 5 , BLOCK A , BASHUNDHARA R/A"
"9512","HOLIDAY INN DHAKA , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA"
"9513","BASHIR UDDIN RD JAME MASJID , BASHIR RD , KALABAGAN"
"9514","AMERICAN EMBASSY,MADANI AVE,BARIDHARA"
"9515","HAZARIBAGH PARK,HAZARIBAGH"
"9516","JAMUNA FUTURE PARK,PROGATI SARANI, BASUNDHARA R/A"
"9517","DRAGON TOWER , DIT RD , CHOWDHURY PARA , MALIBAGH"
"9518","ARAFAT ENTERPRISE,GULSHAN 1,GULSHAN"
"9519","DR FATEMA AKTER JOLY , KALLYANPUR , MIRPUR"
"9520","HOUSE 2, ROAD 9 , BLOCK G , BANANI DHAKA"
"9521","CHANDRA VAN , KA 47/2 , JOAR SHAHARA BAZAR RD , JOAR SHAHARA"
"9522","MIRPUR 11 METRO RAIL STATION, DHAKA"
"9523","IBN SINA HOSPITAL MASJID , RESIDENTIAL AREA, DHANMONDI"
"9524","PLOT 647,RD 3,BLOCK G,BASUNDHARA R/A"
"9525","DAILY SHOPPING , KHILKHET NAMAPARA RD , LAKE CITY CONCORD , KHIKHET"
"9526","M.K. ELECTRONICS , SECTOR 4 , UTTARA"
"9527","KHONDOKAR STORE , SOMAJ KOLLAN RD , WEST ARCHIPUR"
"9528","MUSIC MANIA,GULSHAN 2,GULSHAN"
"9529","MUTUAL TRUST BANK , AIRPORT ROAD KURMITOLA , SECTOR 2"
"9530","OASIS CANTEEN , ROAD 28 , SECTOR 7 , UTTARA"
"9531","SANOFI , H 6/2/A, SEGUNBAGICHA RD , SEGUNBAGICHA"
"9532","RAJLOKKHI COMPLEX , SECTOR 3, UTTARA"
"9533","H 44,RD 8,JANATA HOUSING,MOHAMMADPUR"
"9534","DIGITECH24,SHAHJADPUR,BADDA"
"9535","KAMALAPUR , RAILWAY STATION , KAMALAPUR"
"9536","BEACON POINT DRUD ADDICTION TREATMENT CENTERR,GULSHAN 1,GULSHAN"
"9537","GAS ROAD , SHONIR AKHRA , JATRABARI"
"9538","ABC BLOOMINGDALE APARTMENT , BLOCK I , BANANI"
"9539","JORIMUN VILLA,H 112,RD 1,MOHAKHALI"
"9540","WORD NO-98 ( BISHRAM ALAKA ) , BIMAN BANDAR , DHAKA"
"9541","BRAC BANK , HOUSE 193, BLOCK B , ROAD 4, BLOCK B , BASHUDNHARA R/A"
"9542","BANGABANDHU SHEIKH MUJIBUR RAHMAN NOVO THEATRE , BIJOY SARANI, OLD AIRPORT , TEJGAON"
"9543","HUSSAIN VILLA , HOUSE 4, ROAD 11 , SECTOR 12 , UTTARA"
"9544","VINCI STYLES , HOUSE 34 , LAKE DR ROAD , SECTOR 7 , UTTARA"
"9545","GAOCHIA CHISTIA STORE,ADABOR,MOHAMMADPUR"
"9546","H 314/KHA , ULON RD , ULON"
"9547","POLWEL CARNATION SHOPPING CENTRE, SECTOR 8, UTTARA"
"9548","EASTERN UNIVERSITY , RD 5 , DHANMONDI"
"9549","CALIFORNIA FRIED CHICKEN & PASTRY SHOP (CFC) , SECTION 1 , MIRPUR"
"9550","LENORE , HOUSE 297, ROAD NO  12 BLOCK C, BASHUDNHARA R/A"
"9551","EVERGREEN HIGH SCHOOL & COLLEGE , RD 15 , SECTOR 12 , UTTARA MODEL TOWN"
"9552","MOGHOL HERITAGE,GREEN ROAD,DHANMONDI"
"9553","LOTID HOMESTEAD , 383, AL HAJ ABDUS SOBHAN ROAD , BLOCK B , BASHUNDHARA R/A"
"9554","IFIC BANK , 8/A , ROAD 5 , DHANMONDI R/A"
"9555","PUBALI BANK  LIMITED,SONARGAON ROAD,PARIBAGH,HATIRPOOL"
"9556","DELTA LIFE TOWER , H 37 , RD 90 , GULSHAN 2"
"9557","INTERNATIONAL CONVENTION CITY BASHUNDHARA (ICCB) , PURBACHAL EXPRESS HIGHWAY , DHAKA BANGLADESH"
"9558","ANISHA-AMBULANCE SERVICE 24 HOURS , KALLYANPUR , MIRPUR"
"9559","S.R TRAVELS , 1ST COLONY , MAZAR ROAD , MIRPUR 1"
"9560","KALINDI APPARTMENTS,H 36,IDNIRA RD,FARMGATE"
"9561","BOROBARI SHAHI JAME MASJID , BORO BARI MOSQUE RD , 1711"
"9562","FARMGATE POLICE BOX , KHAMARBARI RD , FARMGATE"
"9563","RAOWA CONVENTION HALL  , MOHAKHALI"
"9564","IBN SINA HOSPITAL, RD 15/A, DHANMONDI"
"9565","DEWAPPLES,RUPNAGAR RESIDENTIAL AREA,MIRPUR"
"9566","BFC,25,RD 11,BANANI"
"9567","JAHANARA GARDEN , SECTOR 4 , UTTARA"
"9568","RATAN KUTIR , H 146/1, NEW BAILY RD"
"9569","KADAMTALA, DHAKA , BANGLADESH"
"9570","HAZRAT SHAHJALAL(RA),H 22,MITALI RD,WEST DHANMONDI"
"9571","NAGDARPAR BRIDGE"
"9572","FAISAL PHARMACY , SHYAMPUR , JURAIN"
"9573","AYESHA BED LIBRARY , BRAC UNIVERSITY , SOUTH BADDA"
"9574","BANGLADESH INSTITUTE OF MANAGEMENT STUDIES,EIDGAH MASJID RD,SHAHJADPUR"
"9575","NERDY BEAN COFFEE HAUS,RESIDENTIAL AREA,DHANMONDI"
"9576","MIZAN TELECOM , H 47 , NORTH RD , DHANMONDI"
"9577","TSC AUDITORIUM SHAHBAG RD TSC"
"9578","LABONI 1 , HOUSE 24, ROAD 9/A , DHANMONDI 1209"
"9579","GULBAGH JAME MOSJID,NEW ELEPHANT ROAD,DHANMONDI"
"9580","LE MONT,H 30,16,BANANI"
"9581","TOLARBAG RESIDENTIAL AREA,MIRPUR 1"
"9582","BRAC UNIVERSITY ( NEW CAMPUS ) , DIT RD , MERUL BADDA"
"9583","HABIB MARKET,SECTOR 5,UTTARA"
"9584","RAFFLESIA SERVICED APARTMENT , GULSHAN 1 , GULSHAN"
"9585","COMFORT DIAGNOSTIC CENTER , H 167/B , GREEN RD"
"9586","CKD UROLOGY HOSPITAL , 32 , ROAD , NO 3 , MUKTI HOUSING , SHYAMOLI"
"9587","HOUSE 25 , ROAD 4/A , SECTOR 5 , UTTARA"
"9588","1002 CHARMVILLA APARTMENT 169 GREEN ROAD  DHAKA 1205"
"9589","CRISP, CHEF'S TABLE COURTSIDE , MADANI AVENUE, 100 FEET ROAD"
"9590","I CARE COMPUTER SYSTEM , HOUSE 41/2/E/3 , HARI CHARAN RAY ROAD , FARIDABAD , GENDARIA , DHAKA 1204"
"9591","413, ROAD NO 16 , BLOCK A , BASUNDHARA R/A , DHAKA"
"9592","RANGS BHABAN , H 117/A , BIJOY SARANI TEJGAON LINK RD , TEJKUNIPARA"
"9593","HOUSE 51,ROAD 16,SECTOR 14,UTTARA"
"9594","H 451,RD 6,BLOCK D,BASUNDHARA R/A"
"9595","NCC BANK LTD,H 6,MADANI AVE,GULSHAN 2"
"9596","NIHARIKA,H7,SIDDEHWARI RD,SIDDESHWARI"
"9597","ZEPHYR RESTAURANT & LOUNGE , CATHARSIS TOWER , HOUSE 133 , ROAD 12 , BLOCK E , BANANI"
"9598","ARTISAN , 48 , ROAD 11 , BANANI"
"9599","JESSORE NEW BUS TERMINAL , RD RD , JESSORE , 7400"
"9600","H 388/A , FREE SCHOOL ST , DHANMONDI"
"9601","FOUR SEASONS RESTAURANT , RESIDENTIAL AREA ,DHANMONDI"
"9602","HOUSE 29,BASABO MADARTEK ROAD,SOUTH BASABO,BASABO"
"9603","QUEEN'S CONFECTIONARY (BD) LTD , DIYABARI , UTTARA"
"9604","BRB HOSPITALS LIMITED , RAJABAZAR , PANTHAPATH"
"9605","BABULAND BADDA,NORTH BADDA"
"9606","8/11, ROAD NO 7 N, LALMATIA MOHAMMADPUR"
"9607","JBL HOUSE COTTAGE,HOUSE 432,ROAD 8,BLOCK H, BASHUNDHARA R/A"
"9608","TAQWA RESTAURANR AND BIRYANI HOUSE,POSTOGOLA,SHYAMPUR"
"9609","SAEED SUTOS COCA-COLA ROAD VATARA"
"9610","SMC TOWER , RD 17 , BANANI"
"9611","TONY TOWER,JATRABARI,SHAHID FARUK ROAD,GOPIBAG,JARTRABARI"
"9612","MARK WRAPPER PRINTING INDUSTRIES LRD,MIRPARA,DEMRA"
"9613","RESOURCES ROJONIGONDHA , ROAD 5 , MONSURABAD , ADABAR , MOHAMMADPUR"
"9614","ROAD 4,BLOCK C,BASHUNDHARA R/A"
"9615","ibrahim cardiac hospital and research institute, footoverbridge , shahbag"
"9616","MOTAHARA TOWER,H 393 & 39/4,RANKIN ST,WARI"
"9617","H 48,RD 14,NIKUNJA 2"
"9618","ABAKASH , H 84,  RD 13, SECTOR 13 , UTTARA"
"9619","109/A , RUPAYAN  SHARIATULLAH TOWER , KAZI OFFICE LANE , BORO MOGHBAZAR"
"9620","MOHIT CASTLE , 23 , ROAD 13/A , DHANMONDI"
"9621","DIPA MEDICAL HALL , SOUTH BISHIL , MIRPUR 1"
"9622","AUTO CHOICE , BORO MOGHBAZAR"
"9623","JATRABARI IDEAL HIGH SCHOOL , JATRABARI"
"9624","COAL POWER GENERATION COMPANY BANGLADESH LIMITED (CPGCBL) UNIQUE HEGHTS ( LEVEL 17), 117, KAZI  NAZRUL ISLAM AVENUE, ESKA"
"9625","MR. BAKER CAKE & PASTRY SHOP LTD , GULSHAN -1 , GULSHAN 1 , GULSHAN"
"9626","THE CHOCOLATE ROOM,GULSHAN 2,GULSHAN"
"9627","BRAC BANK LIMITED , WEST RAJABAZAR , INIDIRA ROAD, PANTHAPATH"
"9628","URBAN GALAXY APARTMENT,RESIDENTIAL AREA,DHANMONDI"
"9629","THE ZAHID RESIDENCE , SECTOR 5 , UTTARA"
"9630","582/2, MOMEMBAG ROAD , DOKKHIN SHAJAHANPUR , SHHJAHANPUR"
"9631","RADISSON , H 2/A-B , RD 2 , MOHAMMADPUR"
"9632","PACIFIC LAKE VIEW HOTEL & RESTAURANT,RD 23C,GULSHAN 1"
"9633","HOUSE 73,ROAD 4,BLOCK C,BANANI"
"9634","GOLF CAFE,ARMY GOLD CLUB,DHAKA CANTONMENT"
"9635","KACHPUR , BRIDGE , NARAYANGANJ , 1361"
"9636","WESTERN ROAD , BANANI DOHS , DHAKA CANTONMENT , 1000"
"9637","FLEX FITNESS,KATHALBAGAN,GREEN ROAD"
"9638","26/3B-1 , 60 FEET , MUKTI HOUSING , DOKKHIN MONIPUR"
"9639","SHEWRAPARA METRO RAIL STATION , DHAKA"
"9640","BANGLA CAT PARK VIEW OFFICE , BLOCK D , BANANI"
"9641","BOATGHAT MASJID, KHILKHET NAMAPARA RD, UTTAR PARA , KHILKHET"
"9642","ENA FESTOONS, H 57/A,57/1 B,LAKE CIRCUS,KALABAGAN"
"9643","LA GUSTOSA KITCHEN,RESIDENTIAL AREA,DHANMONDI"
"9644","GAUS NAGAR JAME MASJID,NEW ESKATON"
"9645","KINGS KABAB AND RESTAURANT , RD 3, NIKETON"
"9646","PARTY HOUSES RD,RAJARBAG,SHANTIBAGH,MALIBAGH"
"9647","MOHAKHALI FUEL PUMP SERVICE , RASULBAG"
"9648","IDB BHABAN , BEGUM ROKEYA SHARANI , AGARGAON , DHAKA"
"9649","PLOT 647 , RD 3, BLOCK G , BASUNDHARA R/A"
"9650","GULSHAN MEDICAL , GULSHAN 1 , GULSHAN"
"9651","NHA GARDEN CITY,F BLOCK,RING ROAD,MOHAMMADPUR"
"9652","581 , I BLOCK ROAD 2 , BASHUDNHARA R/A"
"9653","RD 8 , BLOCK I , BASUNDHARA R/A"
"9654","MADARTEK ABDUL AZIZ HIGH SCHOOL,POSCHIM MADARTEK ROAD,PURBO NONDIPARA,SHHJAHANPUR"
"9655","FIT & FINE PHYSIOTHERAPY CENTRE , SECTOR 13 , UTTARA"
"9656","OPEDIA TECHNOLOGIES LIMITED SHAYMOLI , MOHAMMADPUR"
"9657","GREENLAND GARMENTS LTD,KONABARI
"
"9658","SHYAMPUR MODEL SCHOOL  & COLLEGE , RD 2, LAL MASJID RD , DHYAMPUR"
"9659","RAYER BAZAR POLICE FARI , BAISHAKHI RD , RAYER BAZAR"
"9660","RELATIVE LIVING APARTMENT , NOYATOLA , MOGHBAZAR"
"9661","VILLA , SECTOR 14 , UTTARA"
"9662","KODOMTOLI BUS STOP,KERANIGONJ"
"9663","FORTUNE SQUARE CONVENTION , RESIDENTIAL AREA , DHANMONDI"
"9664","AP PHARMACY,MASJID ROAD,JAMTOLA,NEW CHASARA,CHASARA,NARAYANGANJ 1400"
"9665","HERFY , BLOCK C , BANANI"
"9666","THE ENT AND HEAD NECK CANCER HOSPITAL AND INSTITUTE,NORTH SHYAMOLI"
"9667","NEW EASKATON RD , NEW EASKATON"
"9668","BDR MARKET , SECTOR 6 , UTTARA"
"9669","286,D BLOCK 9 NO ROAD,BLOCK D,BASHUNDHARA R/A"
"9670","ARTISTIC DENTAL AID,ROAD 2,BLOCK B,NIKETON,GULSHAN"
"9671","garden value , h 51 /1, circular rd , hatirpool"
"9672","NAYANAGAR BAITU AMAN JAME MASJID,NAYA NAGAR RD,DHAKA 1212"
"9673","NAVANA TOWER , GULSHAN  1 , GULSHAN"
"9674","SHIMANTO SQUARE,RESIDENTIAL AREA,DHANMONDI"
"9675","BHAI BHAI PORDA GALLERY,BLOCK E,BANASREE"
"9676","33 , GREENWAY ROAD M, WIRELESS , MOGBAZARV"
"9677","MA FURNITURE,RAYERBAG,SONIR AKHRA"
"9678","ROWSHAN ARA HOMOEO HALL , SOLMAID , VATARA"
"9679","H 215/8 , EAST KUNJABAN RD , EAST RAMPURA"
"9680","NANNU , MARKET , RD 4 , BLOCK A , MIRPUR 11"
"9681","HOUSE 35/10,ROAD 11,SHEKHERTEK,PC CULTURE SOCIETY,ADABOR,DHAKA 1207"
"9682","CHOWDHURY BARI MASJID , DEMRA NARYANGANJ RD , TATKHANA , GODENAIL , NARYANGANJ 1400"
"9683","JANATA HOUSING AGARGAON DHAKA"
"9684","JHUT POTTI BOU BAZAR , BENAROSHI PALLI RD , BLOCK C , MIRPUR 10"
"9685","INSAF BARAKAH KIDNEY & GENERAL HOSPITAL , SHAHID TAJUDDIN AHMED SARANI , MOGBAZAR"
"9686","HOUSE 6,ROAD 25,SECTOR 7,UTTARA"
"9687","SPIDER NET,52/1,ROAD 2,SECTION 12"
"9688","SHATARUPA DIAMOND , GREEN ROAD , PANTHAPATH"
"9689","TRIBENI RESTURENT,VASHANTEK MIRPUR RD,NIRJHAR,DHAKA CANTONMENT"
"9690","SILVER SPRING , H 76 , INDIRA RD , FARMGATE"
"9691","937 , OUTER CIRCULAR ROAD , MOGBAZAR"
"9692","BOSILA BUS STOP , SAHEED BUDHIJIBI BRIDGE , BOSILA"
"9693","london college of legan studies (south)  , 58, kalabagan 1st lane , dhanmondi"
"9694","62 PARK ROAD,REBECCA APARTMENTSS,APT 7"
"9695","GRAMEEN BANK , MIRPUR COLLEGE RD , MIRPUR 2"
"9696","SQUARE HOISPITAL LTD , PANTHAPATH RD , KALABAGAN"
"9697","NOBORATRI-HALL 4,INTERNATIONAL CONVENTION CITY BASUNDHARA (ICCB) PURBACHAL 300 FEET ROAD,DHAKA"
"9698","JORPUKUR PLAYGROUND,TILPAPARA,KHILGAON"
"9699","HOUSE 91A, ROAD 23A, BLOCK B , BANANI"
"9700","SINHA SALEHA COTTAGE , 241 , FREE SCHOOL STREET , DHANMONDI"
"9701","GOURI MOTH MANDIR , NARINDA RD"
"9702","AIRPORT CARGO TERMINAL PARKING , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"9703","MOHAMMAD SOHEL , NARINDA , WARI"
"9704","BAF SHAHEEN ENGLISH MEDIUM SCHOOL ( BAF SEMS ), RD 31 , MOHAKHALI DOHS"
"9705","JAPAN GARDEN CITY,BUILDING 19,FLAT 701,MOHAMMADPUR"
"9706","KONDA,KERANIGANJ,DHAKA"
"9707","DHAKA RESIDENTIAL MODEL COLLEGE MIRPUR RD MOHAMMADPUR"
"9708","xindian restaurant , h 55 , 55/a , rd 27 , dhanmondi"
"9709","MIRPUR DOHS CENTRAL MASJID , MIRPUR DOHS MAIN RD , MIRPUR DOHS"
"9710","2/B , GREEN ROAD , DHANMONDI"
"9711","NOTHING BUT A BRAND 100% EXPORT,BLOCK D,BANASREE"
"9712","THE NET HEADS EAST KAZIPARA , MIRPUR"
"9713","MASJID E BAITUL AKSA,JASHIMUDDIN RD,SECTOR 5,UTTARA"
"9714","MAZAA,TAJMAHAL ROAD,MOHAMMADPUR"
"9715","BAZIUR , RAHMAN MANSION , BLOCK J , BASHUDNHARA R/A"
"9716","SECTOR 6,UTTARA"
"9717","DUTCH BANGLA BANK ATM BOOTH , 171, ROAD 5 , BLOCK C , MIRPUR 12 , 1000"
"9718","FUJI COLOR LAB & STUIDO,SECTOR11,UTTARA"
"9719","JANATA BANK LIMITED , JIGATOLA ROAD , JIGATOLA , DHANMONDI"
"9720","DEHUMIDFIER SHOP , SECTOR 6 , UTTARA"
"9721","PARLIMENT SECRETARIAT RESIDENTIAL COMPLEX W AGARGAON"
"9722","HAJJ CAMP,HAZI CAMP RD,NEW AIRPORT"
"9723","NAZIRA BAZAR BORO MASJID , NAZIRA BAZAR RD , BANGLA DUAR"
"9724","BANAGRAM LN,JUGINAGAR RD,WARI"
"9725","AEGIS,EDUCARE,KAKRAIL,RAMNA"
"9726","BD FOODS LTD HEAD OFFICE , GULSHAN 2, GULSHAN"
"9727","SONALI SHORGO , H 4 , FELANI RD , GULSHAN 1"
"9728","RD 5 , BLOCK H, MIRPUR 2"
"9729","MADINA MUNWARAH JAME MASJID , WASA RD , MANIKNAGAR , SABUJBAG"
"9730","CHOWDHURY GREEN CREST , H 10 / A, GREEN RD , DHANMONDI"
"9731","charulata pre school , rd 3, block a, mirpur 12"
"9732","DHAKA CADT LTD , ROAD 5 , SECTOR 11"
"9733","THEO CLOTHING BD, AHMEDBAGH , BASHABO"
"9734","EASTERN MOTORS LTD , INDUSTRIAL AREA TEJGAON"
"9735","NAVANA PROBANI RIDGEDALE,AVENUE 5,SECTION 11,MIRPUR,DHAKA"
"9736","KOLATOLI STATION JAME MASJID , KALATALI RD , COX'S BAZAR , 4700"
"9737","SHAHEDA HIGHER EDUCATION CONSULTANCY,ROAD 27,HOUSE 37,BLOCK A,BANANI"
"9738","CHILLOX , AMM CENTER , RD 3A , DHANMONDI"
"9739","SHAKH VILLA,H 34/1,RD 1,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR"
"9740","BSMMU,OUTDOOR(MEDICINE),PORIBAGH,SHAHBAGH"
"9741","NINAKABBO , BIR UTTAM MIR SHAWKAT SARAK , EAST NAKHALPARA , NIKETAN N"
"9742","THIKANA,H 2/B,RD 138,GULSHAN 1"
"9743","CHARABAG BUS STOP,BIRULIA AKRAN ED,PARAGON,ASHULIA,1341"
"9744","WALTON,DHAKA CHITTAGONG HIGHWAY,SIGN BOARD,SIDDHIRGANJ,NARAYANGANJ,1361"
"9745","UNIMART , UNITED HOUSE , GULSHAN 1 , GULSHAN"
"9746","BANGLADESH ROAD TRANSPORT AUTHORITY ( BRTA ) , UTTARA , DHAKA 1230 , BANGLADESH"
"9747","BEACON GROUP , H 165 , TOYENBEE CIRCULAR RD , MOTIJHEEL"
"9748","ANIK INCORPORATED , EASTERN HOUSING , MIRPUR"
"9749","1ST CUP COFFEE BUSINESS OUTLET , ROAD 2 , SECTOR 3, UTTARA"
"9750","RD 130,GULSHAN 1"
"9751","BAITUS SALAM JAME MASJID,SAMATA SARAK,NURERCHALA,VATARA"
"9752","SHELTECH,MONIHAR BHABAN NO 8,H 154/1,GATE 2 RD,MONIPURIPARA"
"9753","ROAD 13/C , HOUSE 18 , BANANI"
"9754","CHADPUR GENERAL STORE,188/1/C,KAKOLI ROAD,MIDDLE PAIKPARA,MUKTI HOUSING"
