,id,original_address,cleaned_address,matched_variation,latitude,longitude,provider
7409,4570,"BOSIR FURNITURE SOBUJ BANGLA R/A, MIRPUR 11","BOSIR FURNITURE SOBUJ BANGLA R/A, MIRPUR 11",R/A MIRPUR 11,23.8099357,90.35595245,Nominatim
7410,4571,"TECHPLATOON , SECTOR 14 , UTTARA","TECHPLATOON , SECTOR 14 , UTTARA",SECTOR 14 UTTARA,23.8671966,90.3894678,Nominatim
7411,4572,"SHOPNONOGOR RESIDENTIAL PLAYGROUND , SHAGUFTA HOUSING SOCIETY , MIRPUR DOHS","SHOPNONOGOR RESIDENTIAL PLAYGROUND , SHAGUFTA HOUSING SOCIETY , MIRPUR DOHS",MIRPUR DOHS,23.8371883,90.3689834,Nominatim
7412,4573,H 27 RD 7 MERUL BADDA,H 27 RD 7 MERUL BADDA,7 MERUL BADDA,23.7728555,90.4297339,Nominatim
7413,4574,"EMPORI FINANCIAL TOWER, GULSHAN 2 , GULSHAN","EMPORI FINANCIAL TOWER, GULSHAN 2 , GULSHAN",TOWER GULSHAN 2 GULSHAN,23.7955399,90.4136086,Nominatim
7414,4575,"RD 6 , SECTOR 12 , UTTARA","RD 6 , SECTOR 12 , UTTARA","RD 6 , SECTOR 12 , UTTARA",23.87028383955475,90.38131872118812,Nominatim
7415,4576,"MIRPUR DOHS SHOPPING COMPLEX , MIRPUR DOHS , DHAKA","MIRPUR DOHS SHOPPING COMPLEX , MIRPUR DOHS , DHAKA","MIRPUR DOHS SHOPPING COMPLEX , MIRPUR DOHS , DHAKA, Dhaka, Bangladesh",23.8379243,90.3755367,Nominatim
7416,4577,"rd 13, baridhara dohs","rd 13, baridhara dohs","rd 13, baridhara dohs, Dhaka, Bangladesh",23.8133999,90.4122368,Nominatim
7417,4578,"ME DRX LIFE SCIENCE LTD , RD 30 , MIRPUR DOHS","ME DRX LIFE SCIENCE LTD , RD 30 , MIRPUR DOHS",LTD RD 30 MIRPUR DOHS,23.8338115,90.3675309,Nominatim
7419,4580,"UNITY PARK , SALAUDDIN SCHOOL ROAD MATUAIL , JATRABARI","UNITY PARK , SALAUDDIN SCHOOL ROAD MATUAIL , JATRABARI",MATUAIL JATRABARI,23.7126985,90.4525271,Nominatim
7420,4581,"GREECO ENVIROMENT SOLUTION , RAINKHOLA , MIRPUR 11","GREECO ENVIROMENT SOLUTION , RAINKHOLA , MIRPUR 11",MIRPUR 11,23.8190959,90.3652809,Nominatim
7421,4582,"BSMMU , D BLOCK , PORIBAGH , SHAHBAGH","BSMMU , D BLOCK , PORIBAGH , SHAHBAGH",SHAHBAGH,23.7400837,90.3960061,Nominatim
7422,4583,"PROTTOY ACADEMY , BLOCK K , SOUTH BANASREE","PROTTOY ACADEMY , BLOCK K , SOUTH BANASREE",BLOCK K SOUTH BANASREE,23.7626184,90.4265859,Nominatim
7424,4585,"H 9,RD 28,BANANI","H 9,RD 28,BANANI","H 9,RD 28,BANANI, Dhaka, Bangladesh",23.794798305707776,90.4089573587817,Nominatim
7425,4586,"DESH TRAVELS ( KALLYANPUR COUNTER ) , MIRPUR","DESH TRAVELS ( KALLYANPUR COUNTER ) , MIRPUR",COUNTER ) MIRPUR,23.7828006,90.34252,Nominatim
7426,4588,"PLATE 21 , H 19 , SHAISTA KHAN RD , LALBAG","PLATE 21 , H 19 , SHAISTA KHAN RD , LALBAG",H 19 SHAISTA KHAN RD LALBAG,23.71855951468479,90.38994270679784,Nominatim
7427,4589,"H 1006/1, BEGUM ROKEYA SARANI , WEST SHEWRAPARA","H 1006/1, BEGUM ROKEYA SARANI , WEST SHEWRAPARA",1006/1 BEGUM ROKEYA SARANI WEST SHEWRAPARA,23.78650874005394,90.37730625458975,Nominatim
7428,4590,"HOUSE 1224 , ROAD 29 , BLOCK K , BASHUNDHARA R/A","HOUSE 1224 , ROAD 29 , BLOCK K , BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
7429,4591,"NASRIN MEDICAL HALL,ROAD 106,SHAHJADPUR,BADDA","NASRIN MEDICAL HALL,ROAD 106,SHAHJADPUR,BADDA",ROAD 106 SHAHJADPUR BADDA,23.7775957,90.4259197,Nominatim
7430,4592,"RAJUK UTTARA APARTMENT PROJECT , AVE 3 , SECTOR 18 , UTTARA","RAJUK UTTARA APARTMENT PROJECT , AVE 3 , SECTOR 18 , UTTARA",3 SECTOR 18 UTTARA,23.8580646,90.3618794,Nominatim
7431,4593,"AURORA OUTFIT , KAZIBARI RD","AURORA OUTFIT , KAZIBARI RD",KAZIBARI RD,23.6793023,90.482303,Nominatim
7432,4594,"DHAKA NEW MARKET MASJID , FOOTOVERBRIDGE , NEW MARKET","DHAKA NEW MARKET MASJID , FOOTOVERBRIDGE , NEW MARKET",FOOTOVERBRIDGE NEW MARKET,23.73277515,90.38281170127468,Nominatim
7434,4596,"SAJAI PARLOUR , 146 , ROAD 13B , BANANI","SAJAI PARLOUR , 146 , ROAD 13B , BANANI",146 ROAD 13B BANANI,23.790818073707086,90.40708513053202,Nominatim
7437,4599,"ARIF ELECTRONICS & HARDWARE,PALASH NAGAR,MIRPUR 11","ARIF ELECTRONICS & HARDWARE,PALASH NAGAR,MIRPUR 11",PALASH NAGAR MIRPUR 11,23.81548032452187,90.37806614040592,Nominatim
7439,4601,"BOARD BAZAR BUS STOP , DHAKA MYMENSINGH HIGHWAY , 17 11","BOARD BAZAR BUS STOP , DHAKA MYMENSINGH HIGHWAY , 17 11",DHAKA MYMENSINGH HIGHWAY 17 11,23.88103015,90.40107265,Nominatim
7441,4604,"LAXMI HAIR CUTTING SALON , SECTOR 6 , UTTARA","LAXMI HAIR CUTTING SALON , SECTOR 6 , UTTARA",SECTOR 6 UTTARA,23.8728982,90.4030022,Nominatim
7442,4605,"ETCSOURCINGBD , SECTOR 3, UTTARA","ETCSOURCINGBD , SECTOR 3, UTTARA",SECTOR 3 UTTARA,23.8641802,90.3961525,Nominatim
7443,4606,"ICDDR,B SHAHID TAJUDDIN AHMED SARANI,MOHAKHALI","ICDDR,B SHAHID TAJUDDIN AHMED SARANI,MOHAKHALI",SARANI MOHAKHALI,23.771304487025937,90.40109473363914,Nominatim
7444,4607,"VIQARUNNISA NOON SCHOOL & COLLEGE , AZIMPUR RD","VIQARUNNISA NOON SCHOOL & COLLEGE , AZIMPUR RD","VIQARUNNISA NOON SCHOOL & COLLEGE , AZIMPUR RD, Dhaka, Bangladesh",23.72627525,90.38463331976897,Nominatim
7445,4608,COMFORT DOCTORS CHAMBER 165 166 GREEN ROAD DHANMONDI,COMFORT DOCTORS CHAMBER 165 166 GREEN ROAD DHANMONDI,"COMFORT DOCTORS CHAMBER 165 166 GREEN ROAD DHANMONDI, Dhaka, Bangladesh",23.749339,90.3864475,Nominatim
7446,4609,"KEEPEX , SECTOR 9 , UTTARA","KEEPEX , SECTOR 9 , UTTARA",SECTOR 9 UTTARA,23.8774447,90.3981802,Nominatim
7448,4611,"LONG , SALIMULLAH ROAD , MOHAMMADPUR","LONG , SALIMULLAH ROAD , MOHAMMADPUR",SALIMULLAH ROAD MOHAMMADPUR,23.760290348177083,90.36297653896476,Nominatim
7449,4612,"DR. NABIL ZUNAYED SIDNY, SECTOR 11, UTTARA","DR. NABIL ZUNAYED SIDNY, SECTOR 11, UTTARA",SECTOR 11 UTTARA,23.8773859,90.3904662,Nominatim
7451,4614,"CLUB 9294 LIMITED,ROAD 07,BLOCK F,BANANI","CLUB 9294 LIMITED,ROAD 07,BLOCK F,BANANI",BLOCK F BANANI,23.7876855,90.4013312,Nominatim
7452,4615,"CAMLOT BOOK STALL,STATION RD,KAMALAPUR","CAMLOT BOOK STALL,STATION RD,KAMALAPUR",STATION RD KAMALAPUR,23.732219425825203,90.42409167946673,Nominatim
7454,4617,"PASSPORT BHABAN , DEPT OF IMMIGRATION AND PASSPORT , 7 E , PASSPORT OFFICE RD , SHER E BANGLA NAGAR , AGARGAON","PASSPORT BHABAN , DEPT OF IMMIGRATION AND PASSPORT , 7 E , PASSPORT OFFICE RD , SHER E BANGLA NAGAR , AGARGAON",OF IMMIGRATION AND PASSPORT 7 E PASSPORT OFFICE RD SHER E BANGLA NAGAR AGARGAON,23.77684055,90.37805889940635,Nominatim
7455,4618,"MOSJID COMPLEX , BANANI OLD DOHS , BANANI DOHS","MOSJID COMPLEX , BANANI OLD DOHS , BANANI DOHS",DOHS BANANI DOHS,23.794234722576057,90.4003372843106,Nominatim
7456,4619,CAFE NUMBER ONE ROAD 10 BLOCK E BANANI,CAFE NUMBER ONE ROAD 10 BLOCK E BANANI,BLOCK E BANANI,23.7927316,90.4069139,Nominatim
7457,4620,"SHWAPNO , H 15 , RD 6 , NIKUNJA 2","SHWAPNO , H 15 , RD 6 , NIKUNJA 2",H 15 RD 6 NIKUNJA 2,23.83029335,90.41663985,Nominatim
7458,4621,"RD 7 , BLOCK E , MIRPUR 1","RD 7 , BLOCK E , MIRPUR 1",BLOCK E MIRPUR 1,23.78966535,90.3493251,Nominatim
7460,4623,"MAA , DHAKESWARI RD , PALASHI , LALBAGH","MAA , DHAKESWARI RD , PALASHI , LALBAGH",PALASHI LALBAGH,23.72639295,90.38662138293668,Nominatim
7461,4624,"AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2","AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2",NEW AIRPORT ROAD KURMITOLA SECTOR 2,23.83988669419721,90.41726329074338,Nominatim
7462,4625,"DAKKHO,MALIBAGH RAIL GATE,MALIBAGH","DAKKHO,MALIBAGH RAIL GATE,MALIBAGH",MALIBAGH RAIL GATE MALIBAGH,23.7499107,90.4132552,Nominatim
7463,4626,"HANSA , SECTOR 9 , UTTARA","HANSA , SECTOR 9 , UTTARA","HANSA , SECTOR 9 , UTTARA, Dhaka, Bangladesh",23.8768113,90.4005759,Nominatim
7465,4628,"DHAKA M I CIRCLE,SECH BHABAN,SOBHANBAG,MANIK MIA AVENUE","DHAKA M I CIRCLE,SECH BHABAN,SOBHANBAG,MANIK MIA AVENUE",SECH BHABAN SOBHANBAG MANIK MIA AVENUE,23.75788365,90.378292,Nominatim
7466,4629,SHISU MELA BUS STAND MIRPUR RD SHYAMOLI,SHISU MELA BUS STAND MIRPUR RD SHYAMOLI,BUS STAND MIRPUR RD SHYAMOLI,23.7834217,90.3438107,Nominatim
7467,4630,"SHWAPNO , BLOCK K , SOUTH  BANASREE","SHWAPNO , BLOCK K , SOUTH  BANASREE",BLOCK K SOUTH BANASREE,23.762579950000003,90.42651145,Nominatim
7468,4631,"KAZI KITCHEN , VOOTER GOLI , HATIRPOOL","KAZI KITCHEN , VOOTER GOLI , HATIRPOOL",HATIRPOOL,23.74172151280556,90.39155601876892,Nominatim
7469,4632,"JAMUN AFUTURE PARK ENTRY WAY , PROGATI SARANI , BASUNDHARA","JAMUN AFUTURE PARK ENTRY WAY , PROGATI SARANI , BASUNDHARA",SARANI BASUNDHARA,23.8118974,90.4211787,Nominatim
7470,4633,"TIP TOP POLICE CANTEEN , ROAD 8 , SECTOR 10 , UTTARA","TIP TOP POLICE CANTEEN , ROAD 8 , SECTOR 10 , UTTARA",ROAD 8 SECTOR 10 UTTARA,23.8823382,90.3893745,Nominatim
7471,4634,"BRAWERS DEN , BLOCK F, BANANI","BRAWERS DEN , BLOCK F, BANANI",BLOCK F BANANI,23.7876855,90.4013312,Nominatim
7472,4635,"H.R. AUTOMOBILE, GP JA-2, MOHAKHALI ,  TB GATE , TB GATE , MOHAKHALI","H.R. AUTOMOBILE, GP JA-2, MOHAKHALI ,  TB GATE , TB GATE , MOHAKHALI",MOHAKHALI TB GATE TB GATE MOHAKHALI,23.7793221,90.4091361,Nominatim
7473,4636,"TRINE UNIVERSITY BANGLADESH REGIONAL OFFICE,RESIDENTIAL AREA,DHANMONDI","TRINE UNIVERSITY BANGLADESH REGIONAL OFFICE,RESIDENTIAL AREA,DHANMONDI",RESIDENTIAL AREA DHANMONDI,23.7401262,90.3922751,Nominatim
7474,4637,"MADANI SARANI , DHAKA BANGLADESH","MADANI SARANI , DHAKA BANGLADESH",SARANI DHAKA BANGLADESH,23.7663936,90.3830971,Nominatim
7475,4638,"GPO , BANGABANDHU AVE , PURANA PALTAN","GPO , BANGABANDHU AVE , PURANA PALTAN",PURANA PALTAN,23.73847486638381,90.4115120125867,Nominatim
7478,4641,"SATTAR MIAR GARAGE , PURANA PALTAN","SATTAR MIAR GARAGE , PURANA PALTAN",PURANA PALTAN,23.73847486638381,90.4115120125867,Nominatim
7479,4642,"YAMAHA 3S , EAST NAKHALPARA , TEJGAON","YAMAHA 3S , EAST NAKHALPARA , TEJGAON",3S EAST NAKHALPARA TEJGAON,23.7705629,90.41044327402574,Nominatim
7480,4643,"RANGS HAFIZ TOWER 65,66,SIDDHESWARI ROAD,WIRELESS,PALTAN","RANGS HAFIZ TOWER 65,66,SIDDHESWARI ROAD,WIRELESS,PALTAN",SIDDHESWARI ROAD WIRELESS PALTAN,23.7448613,90.4104911,Nominatim
7481,4644,"ASSET DEVELOPEMENT & HOLDING LIMITED,HOUSE 08,ROAD 137,GULSHAN 1","ASSET DEVELOPEMENT & HOLDING LIMITED,HOUSE 08,ROAD 137,GULSHAN 1",HOUSE 08 ROAD 137 GULSHAN 1,23.776335305465743,90.4175609179894,Nominatim
7482,4645,"SUSHI OKI , BLOCK I , BASHUNDHARA R/A","SUSHI OKI , BLOCK I , BASHUNDHARA R/A",BLOCK I BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
7486,4649,"PROPERTY PARAGON , H 26 OLD , 116 , SEGUNBAGICHA RD","PROPERTY PARAGON , H 26 OLD , 116 , SEGUNBAGICHA RD",116 SEGUNBAGICHA RD,23.7340321,90.4076745,Nominatim
7488,4651,"POWER GRID OF BANGLADESH LIMITED,WAPDA RD,WEST RAMPURA","POWER GRID OF BANGLADESH LIMITED,WAPDA RD,WEST RAMPURA",WAPDA RD WEST RAMPURA,23.760397879849325,90.41785899058804,Nominatim
7490,4653,30 ROAD 1 NIKUNJA 2,30 ROAD 1 NIKUNJA 2,30 ROAD 1 NIKUNJA 2,23.828689879593448,90.41827190295751,Nominatim
7491,4654,"NAVANA SOMEREST , 14/4, 45 , CHAMILIBAGH , DOKKHIN SHAHJAHANPUR , PALTAN","NAVANA SOMEREST , 14/4, 45 , CHAMILIBAGH , DOKKHIN SHAHJAHANPUR , PALTAN",SHAHJAHANPUR PALTAN,23.7385042,90.4238777,Nominatim
7494,4657,"INTEGRITY,BLOCK B,BANASREE","INTEGRITY,BLOCK B,BANASREE",BLOCK B BANASREE,23.7639311,90.4275167570963,Nominatim
7495,4658,"GOLLACHUT STUDIOS , IQBAL ROAD, MOHAMMADPUR","GOLLACHUT STUDIOS , IQBAL ROAD, MOHAMMADPUR",IQBAL ROAD MOHAMMADPUR,23.76116632961188,90.37111852220562,Nominatim
7497,4660,"RETIRED GOVERNMENT EMPLOYEES HOSPITAL, WEST , DHANMONDI","RETIRED GOVERNMENT EMPLOYEES HOSPITAL, WEST , DHANMONDI",EMPLOYEES HOSPITAL WEST DHANMONDI,23.7415663,90.3733623,Nominatim
7498,4661,"NOOR MANSION,336,AL HAJ ABDUS SIBHAN ROAD,BLOCK B,BASHUNDHARA R/A","NOOR MANSION,336,AL HAJ ABDUS SIBHAN ROAD,BLOCK B,BASHUNDHARA R/A",ROAD BLOCK B BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
7500,4663,"CENTRE FOR GENOCOIDE STUDIES,MAIN CAMPUS,DHAKA UNIVERSITY","CENTRE FOR GENOCOIDE STUDIES,MAIN CAMPUS,DHAKA UNIVERSITY",CAMPUS DHAKA UNIVERSITY,23.80403775,90.3624685683267,Nominatim
7501,4664,"APOLLO HOSPITAL,BASHUNDHARA R/A","APOLLO HOSPITAL,BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
7502,4665,"BABAR BARI,ROAD 11,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR","BABAR BARI,ROAD 11,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR",ROAD 11 MOHAMMADIA HOUSING SOCIETY MOHAMMADPUR,23.76355005487262,90.35644853327553,Nominatim
7503,4666,"RAMNA MODEL SCHOOL , H 133 , NOYATOLA RD , NOYATOLA","RAMNA MODEL SCHOOL , H 133 , NOYATOLA RD , NOYATOLA",H 133 NOYATOLA RD NOYATOLA,23.7542598,90.4085822,Nominatim
7505,4668,"SOBHANBAG FOOT OVERBRIDGE,MIRPUR RD,SOBHANBAG,DHANMONDI","SOBHANBAG FOOT OVERBRIDGE,MIRPUR RD,SOBHANBAG,DHANMONDI",MIRPUR RD SOBHANBAG DHANMONDI,23.74537103732329,90.3817467098132,Nominatim
7506,4669,"RANGS FALGOON , H 9/2 , IQBAL RD , MOHAMMADPUR","RANGS FALGOON , H 9/2 , IQBAL RD , MOHAMMADPUR",H 9/2 IQBAL RD MOHAMMADPUR,23.76191286002719,90.36974423108758,Nominatim
7507,4670,"NEW WISE TEX , SECTOR 7 , UTTARA","NEW WISE TEX , SECTOR 7 , UTTARA",SECTOR 7 UTTARA,23.8699595,90.3973375,Nominatim
7508,4671,"BNS CENTER , SECTOR 7 , UTTARA","BNS CENTER , SECTOR 7 , UTTARA","BNS CENTER , SECTOR 7 , UTTARA, Dhaka, Bangladesh",23.8703834,90.3995584,Nominatim
7509,4672,"GARLIC N GINGER 7TH FLOOR , HOUSE 54 ROAD 10/A , SATMASJID ROAD , DHANMONDI , DHAKA 1209","GARLIC N GINGER 7TH FLOOR , HOUSE 54 ROAD 10/A , SATMASJID ROAD , DHANMONDI , DHAKA 1209",10/A SATMASJID ROAD DHANMONDI DHAKA 1209,23.74372236472185,90.37302415924069,Nominatim
7510,4673,"ABDUR RAHIM GENERAL STORE , BONOFUL LN , WEST NAKHALPARA","ABDUR RAHIM GENERAL STORE , BONOFUL LN , WEST NAKHALPARA",WEST NAKHALPARA,23.7698495,90.3934246,Nominatim
7511,4674,"H 405/2, CHANDRIMA RD , WEST  SHEWRAPARA","H 405/2, CHANDRIMA RD , WEST  SHEWRAPARA",CHANDRIMA RD WEST SHEWRAPARA,23.788717253015275,90.37376239694149,Nominatim
7512,4675,"FVL NAFI , ALIF HOUSING, ADABAR , MOHAMMADPUR","FVL NAFI , ALIF HOUSING, ADABAR , MOHAMMADPUR",ADABAR MOHAMMADPUR,23.7711654,90.3593643,Nominatim
7513,4676,"MEDI BANGLA GENERAL  HOSPITAL,WEST JATRABARI","MEDI BANGLA GENERAL  HOSPITAL,WEST JATRABARI","MEDI BANGLA GENERAL  HOSPITAL,WEST JATRABARI, Dhaka, Bangladesh",23.7056676,90.4323285,Nominatim
7514,4677,"TOSTYS LATE NIGHT KITCHEN , ROAD 63 , GULSHAN 2 , GULSHAN","TOSTYS LATE NIGHT KITCHEN , ROAD 63 , GULSHAN 2 , GULSHAN",ROAD 63 GULSHAN 2 GULSHAN,23.80120724996951,90.40802875136386,Nominatim
7515,4678,"DHAKA UNIVERSITY   RAIL STATION  TSC , DHAKA","DHAKA UNIVERSITY   RAIL STATION  TSC , DHAKA",TSC DHAKA,23.7318269,90.39610939720885,Nominatim
7516,4679,"POPULAR PHARMACEUTICALS LTD  ( TRAINING DEPARTMENT ) , LAKE CIRCUS ROAD , KOLABAGAN","POPULAR PHARMACEUTICALS LTD  ( TRAINING DEPARTMENT ) , LAKE CIRCUS ROAD , KOLABAGAN",) LAKE CIRCUS ROAD KOLABAGAN,23.751023728524824,90.38074029549804,Nominatim
7517,4680,"AL-MANAR HOSPITAL LTD,LALMATIA,MOHAMMADPUR","AL-MANAR HOSPITAL LTD,LALMATIA,MOHAMMADPUR","AL-MANAR HOSPITAL LTD,LALMATIA,MOHAMMADPUR, Dhaka, Bangladesh",23.7558243,90.3634463,Nominatim
7518,4681,"H 137/3, JAHANARA GARDENS RD , FARMGATE","H 137/3, JAHANARA GARDENS RD , FARMGATE",JAHANARA GARDENS RD FARMGATE,23.75556863427703,90.3883446367415,Nominatim
7519,4682,"HOUSE 37 , ROAD 10 , SECTOR 4 , UTTARA","HOUSE 37 , ROAD 10 , SECTOR 4 , UTTARA",ROAD 10 SECTOR 4 UTTARA,23.8641998,90.4028027,Nominatim
7520,4683,"DHAKA BANK, GULSHAN 2 CIRCLE, GULSHAN 2, GULSHAN","DHAKA BANK, GULSHAN 2 CIRCLE, GULSHAN 2, GULSHAN","DHAKA BANK, GULSHAN 2 CIRCLE, GULSHAN 2, GULSHAN, Dhaka, Bangladesh",23.7943232,90.4140106,Nominatim
7522,4686,"DEWAN BARI,H 10/11,RD 9,JANATA HOUSING,MOHAMMADPUR","DEWAN BARI,H 10/11,RD 9,JANATA HOUSING,MOHAMMADPUR",JANATA HOUSING MOHAMMADPUR,23.796305,90.3653163,Nominatim
7523,4687,"URBAN CRYSTAL , CEN (E) 2 , ROAD 104 , GULSHAN 2 , GULSHAN","URBAN CRYSTAL , CEN (E) 2 , ROAD 104 , GULSHAN 2 , GULSHAN",(E) 2 ROAD 104 GULSHAN 2 GULSHAN,23.791502452189192,90.4203949915514,Nominatim
7524,4688,"BRITISH AMERICAN TOBACCO BANGLADESH ( BATB ) , CENTRAL RD , MOHAKHALI DOHS","BRITISH AMERICAN TOBACCO BANGLADESH ( BATB ) , CENTRAL RD , MOHAKHALI DOHS",RD MOHAKHALI DOHS,23.7815117,90.40011442864494,Nominatim
7526,4690,"DIPA HOTEL & RESTAURANT , DIT ROAD , MALIBAGH RAIL GATE , MALIBAGH","DIPA HOTEL & RESTAURANT , DIT ROAD , MALIBAGH RAIL GATE , MALIBAGH",ROAD MALIBAGH RAIL GATE MALIBAGH,23.7499107,90.4132552,Nominatim
7527,4691,"BEST ELECTRONICS,SHYAMOLI,MOHAMMADPUR","BEST ELECTRONICS,SHYAMOLI,MOHAMMADPUR",SHYAMOLI MOHAMMADPUR,23.77323615,90.36562859853451,Nominatim
7528,4692,"ZINNAT MAHAL , H 1065/A , BINDU BRITTO GOLI , EAST SHEWRAPARA","ZINNAT MAHAL , H 1065/A , BINDU BRITTO GOLI , EAST SHEWRAPARA",1065/A BINDU BRITTO GOLI EAST SHEWRAPARA,23.79566375077606,90.37617918666436,Nominatim
7529,4693,"KFC , MIRPUR 10 ROAD , SECTION 2","KFC , MIRPUR 10 ROAD , SECTION 2",MIRPUR 10 ROAD SECTION 2,23.8082463,90.3728124,Nominatim
7531,4695,"H 63/3 , PURANA PALTAN LINE , MOTIJHEEL","H 63/3 , PURANA PALTAN LINE , MOTIJHEEL",63/3 PURANA PALTAN LINE MOTIJHEEL,23.73642355,90.411713,Nominatim
7532,4696,"G.A. FOUNDATION LTD , PALLABI , MIRPUR","G.A. FOUNDATION LTD , PALLABI , MIRPUR",LTD PALLABI MIRPUR,23.8278582,90.3615085,Nominatim
7535,4699,"C & N HEALTH LTD,BLOCK H,BANANI","C & N HEALTH LTD,BLOCK H,BANANI",H BANANI,23.78267525,90.40115981575588,Nominatim
7536,4700,"ROAD 23,BANANI","ROAD 23,BANANI","ROAD 23,BANANI, Dhaka, Bangladesh",23.7820559,90.3940333,Nominatim
7538,4702,"H 393/3,EAST KAZIPARA RD,KAZIPARA","H 393/3,EAST KAZIPARA RD,KAZIPARA",EAST KAZIPARA RD KAZIPARA,23.7987559,90.3754353,Nominatim
7539,4703,"KHAMARBARI RD , MONIPURI PARA , TEJGAON","KHAMARBARI RD , MONIPURI PARA , TEJGAON",RD MONIPURI PARA TEJGAON,23.7616919,90.3859025,Nominatim
7540,4704,"ROYAL NORWEGIAN EMBASSY OF DHAKA , MADANI AVE , GULSHAN 2","ROYAL NORWEGIAN EMBASSY OF DHAKA , MADANI AVE , GULSHAN 2",EMBASSY OF DHAKA MADANI AVE GULSHAN 2,23.7889435,90.4191256,Nominatim
7543,4707,"ZARA'S DREAM , H 92, RD 1, MOHAMMADI HOUSING SOCIETY ,  MOHAMMADPUR","ZARA'S DREAM , H 92, RD 1, MOHAMMADI HOUSING SOCIETY ,  MOHAMMADPUR",HOUSING SOCIETY MOHAMMADPUR,23.7697872,90.36297351865782,Nominatim
7547,4711,"RAJUK UTTARA APARTMENT PROJECT , 17C - 701, UTTARA - 18 , SECTOR 18","RAJUK UTTARA APARTMENT PROJECT , 17C - 701, UTTARA - 18 , SECTOR 18",701 UTTARA 18 SECTOR 18,23.8580646,90.3618794,Nominatim
7548,4712,"MAISHA AVIARY,SECTOR 18,UTTARA","MAISHA AVIARY,SECTOR 18,UTTARA",SECTOR 18 UTTARA,23.8580646,90.3618794,Nominatim
7549,4713,"H 60, DINANATH SEN RD , GANDARIA","H 60, DINANATH SEN RD , GANDARIA",RD GANDARIA,23.7141096,90.4221641,Nominatim
7550,4714,"RAJUK QUARTER WATER POMP. MODS ZONE 06, WASA MOUCHAK MARKET , MALIBAGH","RAJUK QUARTER WATER POMP. MODS ZONE 06, WASA MOUCHAK MARKET , MALIBAGH",MOUCHAK MARKET MALIBAGH,23.7453282,90.41190288227222,Nominatim
7551,4715,"MODONPUR BUS STOP , DHAKA CHITTAGONG HIGHWAY , BANDAR , NARYANGANJ , 1361","MODONPUR BUS STOP , DHAKA CHITTAGONG HIGHWAY , BANDAR , NARYANGANJ , 1361",1361,23.70674406,90.47980842,Nominatim
7552,4716,"CRICBDDIRECT , ROAD 8 , BLOCK F , BANANI","CRICBDDIRECT , ROAD 8 , BLOCK F , BANANI",BLOCK F BANANI,23.7876855,90.4013312,Nominatim
7553,4717,"AMENA MANJIL , H 5/20, RAZIA SULTANA RD , MOHAMMADPUR","AMENA MANJIL , H 5/20, RAZIA SULTANA RD , MOHAMMADPUR",RAZIA SULTANA RD MOHAMMADPUR,23.760813820515224,90.3621363107394,Nominatim
7554,4718,"HOUSE 29 , ROAD 18 , BLOCK J , BANANI","HOUSE 29 , ROAD 18 , BLOCK J , BANANI",HOUSE 29 ROAD 18 BLOCK J BANANI,23.79706385,90.40646655,Nominatim
7555,4719,faculty of chemical and materials engineering buet west pallabi,faculty of chemical and materials engineering buet west pallabi,pallabi,23.8261574,90.3641863,Nominatim
7556,4720,"BTCL AUDITORIUM , TNT COLONY , MOGHBAZAR","BTCL AUDITORIUM , TNT COLONY , MOGHBAZAR",COLONY MOGHBAZAR,23.7536296,90.4109008,Nominatim
7557,4721,"RD 14 , SECTOR 14 , UTTARA","RD 14 , SECTOR 14 , UTTARA",RD 14 SECTOR 14 UTTARA,23.866678931721584,90.38774160581332,Nominatim
7558,4722,"IMPACT HUB DHAKA , RAINKHOLA , MIRPUR 1","IMPACT HUB DHAKA , RAINKHOLA , MIRPUR 1",MIRPUR 1,23.79829355,90.35366684080552,Nominatim
7559,4723,SALMAN,SALMAN,"SALMAN, Dhaka, Bangladesh",23.82273,90.3630595,Nominatim
7560,4724,"H G 8,SHAHJAHANPUR RD,FAKIRAPOOL","H G 8,SHAHJAHANPUR RD,FAKIRAPOOL",SHAHJAHANPUR RD FAKIRAPOOL,23.7380068,90.4229614,Nominatim
7561,4725,"GREEN HOUSE RESTAURANT , ELEPHANT ROAD , NEW MARKET","GREEN HOUSE RESTAURANT , ELEPHANT ROAD , NEW MARKET",ELEPHANT ROAD NEW MARKET,23.73866245,90.3859315743511,Nominatim
7564,4728,"HEAVEN TREE PLANTS & AGRO , RAYER BAZAR GRAVEYARD , MOHAMMADPUR","HEAVEN TREE PLANTS & AGRO , RAYER BAZAR GRAVEYARD , MOHAMMADPUR",GRAVEYARD MOHAMMADPUR,23.763336,90.36322156110332,Nominatim
7568,4732,"CONFIDENT BAZAR, BADDA OUTLET , SOUTH BADDA","CONFIDENT BAZAR, BADDA OUTLET , SOUTH BADDA",SOUTH BADDA,23.7751646,90.4225629,Nominatim
