location,coordinates,latitude,longitude,grid_label
"POPPY GENERAL STORE , SOUTH KAFRUL RD , SOUTH KAFRUL , KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,R14C4
"LIXIT EXPERIENCE CENTRE ( BANGLADESH ) , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"SARA SARKER VILLA , HOUSE 218/5/A, KAMAL SORONI , AGARGAON , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"PURTO BHABAN MASJID , MOULANA BHASANI RD , RAMNA","(23.73333, 90.4)",23.73333,90.4,R8C7
"IFIC BANK ATM , H 17 , RD 6 , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"PIZZA.COM, BOSILA , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"CHAND MIA HOUSING JAME MASJID , RD 2, MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"CITY CORPORATION HAWKERS MARKET,AHSANULLAH RD,WISE GHAT,KOTWALI","(25.74664, 89.25166)",25.74664,89.25166,
"KABAB FACTORY,SECTOR 7,UTTARA","(23.8680851, 90.3940191)",23.8680851,90.3940191,R23C6
"DHAKA CANCER AND GENERAL HOSPITAL , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
YELLOW DHANMONDI RESIDENTIAL AREA,"(23.7389189, 90.3807849)",23.7389189,90.3807849,R8C5
"ARAFAT DENTAL CARE,BLOCK D,MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"PHARMACY MEDICAL CENTER & PHARMACY , TARGACH CHANDORA RD , 1711","(36.8584027, -76.3054313)",36.8584027,-76.3054313,
"24A , ROAD 107 , GULSHAN 2 , GULSHAN","(23.7916304, 90.4195598)",23.7916304,90.4195598,R14C9
"THE GREAT KABAB FACTORY , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"NOBOUDOY MONJUREE,H 2,RD 8,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"AMERICAN EMBASSY MADANI AVE , BARIDHARA","(23.80254, 90.42117)",23.80254,90.42117,R15C9
"PUSTI DAIRY FARM SWEETS & BAKERY,BASABO BUDDHO MONDIR,BASHABO","(23.7635762, 90.3626253)",23.7635762,90.3626253,R11C3
TREAT CAFE & RESTAURANT,"(13.8327154, 100.5882565)",13.8327154,100.5882565,
"IMPETUS CENTER,BIR UTTAM MIR SHAWKAT SARAK,EAST NAKHALPARA,NIKETAN","(23.7705526, 90.4038176)",23.7705526,90.4038176,R12C7
"RADHUNIR RANNA , ADABOR , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"DHAKA WOMEN COLLEGE , RD 27 , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"MASTER LIBRARY & STUDIO , ASHULIA HIGHWAY , RUSTAMPUR , ASHULIA , 1341","(11.638775, 75.5728727)",11.638775,75.5728727,
"IBN SINA DIAGONISTIC & CONSULTATION,UTTARA(BUILDING 3),SECTOR 13","(23.7452734, 90.3724108)",23.7452734,90.3724108,R9C4
"NSU ADMIN  BUILDING , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,
"AQUADECK AT INTERCONTINENTAL DHAKA.SHAHBAGH,RAMNA","(23.73333, 90.4)",23.73333,90.4,R8C7
"RD 2,AFTAB NAGAR PROJECT,BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"118/3, MIDDLE PAIKPARA , AHMEDNAGAR , MIRPUR -1, DHAKA -1216 , MIRPUR 1","(28.02271, 69.54886)",28.02271,69.54886,
"OGSB HOSPITAL , BLOCK C, MIRPUR 13","(23.805, 90.366)",23.805,90.366,R16C3
"SHIYAL BARI CIRCLE BUS STOP , RUPNAGAR","(22.13291, 91.98371)",22.13291,91.98371,
"ATAUR STORE , ROAD 15 ,. SECTOR 11, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"KASHEM OPTICAL , TEKPARA , NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"RAMNA PS , SAHID CAPTEN MUNSUR ALI AVENUE, WIRELESS, PALTAN","(23.7453751, 90.4044018)",23.7453751,90.4044018,R9C7
"HOUSE 13 , ROAD 10B , SECTOR 11, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"HOUSE 524 , ROAD 9 , WEST NAKHALPARA, TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,R11C6
"ELORA.COM.BD. KATASHUR , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"GOVERNMENT OFFICERS QUARTER MOSQUE , RUPNAGAR RESIDENDIAL AREA , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"PIZZA HUT , RD 140, GULSHAN 1","(23.7912993, 90.401623)",23.7912993,90.401623,R14C7
"UNITED HOSPITAL, RD 72 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"M/S ALIF TRADERS , B K DAS RD , FARASHGANJ","(22.85938, 90.90589)",22.85938,90.90589,
34 ROAD 7 SECTION 12,"(22.8933377, 91.5339391)",22.8933377,91.5339391,
"NATIONAL BANK LIMITED,BANGABANDHU SARAK,NARAYANGANJ SADAR,NARAYANGANJ 1400","(23.7219, 90.5789)",23.7219,90.5789,
"matikata mp check post , mirpur dohs link rd , matikata","(25.14906, 88.65018)",25.14906,88.65018,
"8 , FELANI ROAD , GULSHAN 1 , ,GULSHAN , 1212","(23.7763353, 90.4175609)",23.7763353,90.4175609,R12C9
"AMTOLA KANCHA BAZAR , SENPARA PARBATA , MIRPUR 10","(23.805, 90.366)",23.805,90.366,R16C3
"HUNGRY PEOPLES , UTTAR BADDA , BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"PALLABI,MIRPUR 12","(23.8261574, 90.3641863)",23.8261574,90.3641863,R18C3
"RD 41, GULSHAN 2","(23.7947055, 90.4023902)",23.7947055,90.4023902,R14C7
"HOUSE 10,ROAD 9/A,SECTOR 7,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"MIM PLANNING VIEW , ZAFRABAD ,  MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"EMINENCE INTERNATIONAL SCHOOL & COLLEGE,GULSHAN 2,GULSHAN","(45.14914, 11.82057)",45.14914,11.82057,
"AHSANIA MISSION RD,MIRPUR 13","(23.8036477, 90.3773328)",23.8036477,90.3773328,R15C5
"CENTURYS SWEETS & BAKERY,KEMAL ATATURK AVENUE,BANANI","(17.05, -61.8)",17.05,-61.8,
"DHANMONDI 32 NO. BRIDGE,RD 32,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"DAO XIANG CUN , 32 ROAD 100 , GULSHAN 2, GULSHAN","(23.7923986, 90.4171521)",23.7923986,90.4171521,R14C9
"POWER STATION COOPERATIVE MARKET RD 10 , ADAMJEE , SHIDDHIRGANJ , NARAYANGANJ 1400","(23.7219, 90.5789)",23.7219,90.5789,
"COLLEGE OF AVIATION,TECHNOLOGY,H 14,RD 2,SECTOR 11,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"ASHA CENTER , HOUSE -44 , ROAD -16 , SECTOR -13 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"MAA ENTERPRISE , KACHUKHET, DHAKA , CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
"NORTHERN LIONS R.P. TOWER , ZOO ROAD , BLOCK D , MIRPUR 2","(23.805, 90.366)",23.805,90.366,R16C3
"ABDULLAHPUR BUS STAND,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"BANDHAN , 8/5, 8/6, BLOCKM A, LALMATIA","(24.43374, 88.45688)",24.43374,88.45688,
"MASJID-UL-TAQWA , RESUDENTIAL AREA DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
26 road 11 nikunja 2 badda,"(24.34671, 90.00523)",24.34671,90.00523,
BASHER PULL,"(23.7183539, 90.4844157)",23.7183539,90.4844157,R6C15
"SEASON GROUP , SECTOR 3 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"BRIDGE ROSEN JINNAH , HOUSE 816 , ROAD 12 , BLOCK I , BASHUDNHARA R/A","(38.5, -0.5)",38.5,-0.5,
"GOLAKATA BRIDGE,SARULIA,DEMRA","(23.70992, 90.45456)",23.70992,90.45456,R5C12
"MIRPUR BENAROSHI PALLI GATE , MIRPUR 10","(23.805, 90.366)",23.805,90.366,R16C3
"PRIYO LTD,RESIDENTIAL AREA,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"BANGLADESH BUS STOP , BANGLAMOTOR , RAMNA","(23.73333, 90.4)",23.73333,90.4,R8C7
"ABESH HOTEL BIRYANI HOUSE , AVENUE-2/2 , MIRPUR .","(23.805, 90.366)",23.805,90.366,R16C3
"SUN PHARMACITICIAL BD LTD,JOYDEBPUR RD,1702","(23.9833, 90.4)",23.9833,90.4,
"GOVERNMENT GRAPHIC ARTS INSTUTE , ZAFRABAD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"DAILY SHOPPING,ROAD 11,SECTOR 3,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"SHELTECH KANAKCHAPA , RAYER BAZAR MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"HOUSE 84 , ROAD 12 ,SECTOR 10 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"JAYAG,SONAIMURI,NOAKHALI","(22.81763, 91.08945)",22.81763,91.08945,
"AL -ARAFAH ISLAMI BANK PLC , RESIDENCIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"MAGISTRATE COURT,UTTAR CHAYABITHY RD,1702","(23.9833, 90.4)",23.9833,90.4,
"THINK BPO PRO LIMITED , IQBAL ROAD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"PUBLIC TOILET , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"HATIR JHEEL,DHAKA","(23.7712236, 90.4211728)",23.7712236,90.4211728,R12C9
"SUNNYDALE , H 19/A , SABRINA SOBHAN 4TH AVE , BLOCK H , BASHUNDHARA R/A","(52.44889, 9.74)",52.44889,9.74,
"JUSTICE SHAHABUDDIN AHMED PARK, GULSHAN 2","(23.798163, 90.4149208)",23.798163,90.4149208,R15C8
"19, ROAD 23 , SECTION 6","(22.8933377, 91.5339391)",22.8933377,91.5339391,
"NASIR STORE,20,NUR FATEH LANE,LALBAGH,1211","(23.8196, 90.364)",23.8196,90.364,R17C3
"AL AMIN TEA STALL , EASTERN HOUSING , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"SHAHEERA BEGUM COMPLEX , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"JAHANGIRNAGAR HOUSING RD,SAVAR,1340","(23.860325, 90.2563999)",23.860325,90.2563999,
"UNIVERSITY MEDICAL COLLEGE & HOSPITAL LTD , ARJATPARA RD , MOHAKHALI","(64.85694, -147.80278)",64.85694,-147.80278,
"JANATA HOUSING WATER PUMP , ADABAR MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"ANANDO BARI , H 54, SHER E BANGLA RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"AVERROES INTERNATIONAL SCHOOL,ROAD NO 7,LALMATIA","(23.7573682, 90.369018)",23.7573682,90.369018,R10C4
"ENAM MEDICAL COLLEGE AND HOSPITAL , THANA RD , 1340","(23.8442, 90.2511)",23.8442,90.2511,
"H 698 , KAMAL KHAN RD , IBRAHIMPUR","(24.07203, 90.94861)",24.07203,90.94861,
"MUNSIBARI,H 29,MUNSHI BARI RD,JIGATALA","(25.15867, 89.66515)",25.15867,89.66515,
"HOSSAIN MARKET , NORTH BADDA ,","(23.7834687, 90.4260467)",23.7834687,90.4260467,R13C10
"KHAN VILLA , MOHAMMADIA RESIDENTIAL AREA , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"bangladesh army stadium , dhaka cantonment","(23.8056136, 90.404193)",23.8056136,90.404193,R16C7
"LINE 10,BLOCK A,MIRPUR 10","(23.805, 90.366)",23.805,90.366,R16C3
"RD 7 , SECTOR 10 , UTTARA","(23.8772439, 90.3926694)",23.8772439,90.3926694,R24C6
"ORIENTAL MIRROR,RESIDENTIAL AREA,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
shahjalal international airport domestic terminal,"(23.8464912, 90.4064532)",23.8464912,90.4064532,R20C8
"ABADIL ACADEMY,ROAD NO 8,DAKKHIN BADDA,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"BANGLADESH CHINA FRIENDSHIP,EXHIBITION CENTER,SECTOR 21,PURBACHAL","(23.8426962, 90.5338706)",23.8426962,90.5338706,
"AMTOLI JAME MASJID,NEW AIRPORT ROAD,MOHAKHALI","(23.7851699, 90.3992744)",23.7851699,90.3992744,R13C7
"THERAPY POINT , SECTOR 5 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"NUR MOHAMMAD KAWSER , BAIGERTEK , DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
"H 490, SHAHID BAKI SARAK, TALTOLA, KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,R10C13
"HOUSE-19 , ROAD-19 , SECTOR-13 , UTTARA","(23.8707176, 90.3857822)",23.8707176,90.3857822,R23C6
"CHAND MIA HOUSING JAME MASJID , RD 2 , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"157 , ROAD 7 , SECTION 12","(22.8933377, 91.5339391)",22.8933377,91.5339391,
"ALAUDDIN MOR,EAST AHMADNAH=GFAR,MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"BEANS & AROMA COFFEES,ROAD 18,SECTOR 3,UTTARA","(36.3314781, -83.3679536)",36.3314781,-83.3679536,
"44,ROAD 5,NIKUNJA 2","(23.8300457, 90.4175544)",23.8300457,90.4175544,R18C9
"TRANSCOM , H 28/B , RD 27 , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"MAHFUJ GENERAL STORE , CA 59 , KHANBAG  MASJID RD , NORTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"BAHADURSADI , KALIGANJ , GAZIPUR","(25.25, 89.5)",25.25,89.5,
"HAIRBOX PREMIUM SALON , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"AC BAZAR INDUSTRYS LIMITED,HOUSE 113/C,ROAD 7,SECTOR 4,UTTARA,DHAKA,1230","(24.16667, 90.41667)",24.16667,90.41667,
"GORAN  TEMPUSTAND , BAGAN BARI RD , GORAN","(23.75027, 90.43413)",23.75027,90.43413,R9C10
"PALLABI POLICE STATION,MIRPUR,DHAKA,1216","(23.8260228, 90.3664322)",23.8260228,90.3664322,R18C4
"BASAB BD,HATRPOOL,KATABAN","(21.91443, 90.41952)",21.91443,90.41952,
SHAH ALI BAGH,"(23.7974702, 90.3563554)",23.7974702,90.3563554,R15C2
"281 EAST NAKHAL PARA , TEJGAON , DHAKA 1215","(24.16667, 90.41667)",24.16667,90.41667,
"ENA LAKE RESORT,GULSHAN LAKE VIEW,MIDDLE BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"VIP COUNTER,MANIK MIA AVENUE,DHANMONDI","(23.7585212, 90.3752297)",23.7585212,90.3752297,R10C4
"BRAC  UNIVERSITY  ( NEW CAMPUS ) , DIT RD , MERUL  BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"DHAKA MEDICAL HOSPITAL 2,ZAHIR RAIHAN SARANI,DHAKA MEDICAL COLLEGE","(64.85694, -147.80278)",64.85694,-147.80278,
"BIROTI RESTORA , STATION RD , KAMALAPUR","(23.73723, 90.42533)",23.73723,90.42533,R8C9
"RAYHAN STORE,BASHPOTTI RD,SHONIR AKHRA","(24.9058, 88.77014)",24.9058,88.77014,
"H 971, BEGUM ROKEYA SARANI , WEST SHEWRAPARA","(23.7911846, 90.3754806)",23.7911846,90.3754806,R14C4
"KACHUKHET , KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,R14C4
"ARIF VILLA , E 4 , SHAHID AVE , MOHANAGAR HOUSING PROJECT , RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,R11C9
"A R SUPER STORE , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
RUAO SECTOR 18 UTTARA,"(23.8667, 90.4)",23.8667,90.4,R22C7
"ORON  NATION FITNESS BD , GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"MOJUMDAR FOUNDATION MOSJID,DHOLIPARA,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"23a, road 113a, gulshan 2, gulshan","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"SHIKHA ANIRBAN,SHAHID SARANI,DHAMALKOT,DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
"APOLLO HOSPITAL BASEMENT MASJID,H 81,STS AVE,BLOCK E,BASHUNDHARA R/A","(0.96675, 33.82622)",0.96675,33.82622,
"BRAC UNIVERSITY RESIDENTIAL CAMPUS , BIRULIA AKRAN RD , ASHULIA","(23.8677115, 90.3087041)",23.8677115,90.3087041,
"SIDDIQE, MIRPUR RD , DHANMONDI","(23.7349317, 90.3845783)",23.7349317,90.3845783,R8C5
"GOVT BANGLA COLLEGE,MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"HOUSE BUILDING BUS STOP , SECTOR 6, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"BISMILLAH TELECOM PRS , INDUSTRIAL AREA , TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,R11C6
"TIJARA MOTORSS LTD,NIKETON,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"BAYEZID CORPORATE SOLUTION , TOLARBAGH , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"ARIYAN'S FRAME  , CHANDMIYA , HOUSING , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"BONO BHABAN , BIR UTTAM A.K . KHANDAKAR ROAD , MOHAKHALI , GULSHAN","(23.7807309, 90.3999008)",23.7807309,90.3999008,R13C7
"15 , SIDDESHWARI ROAD , WIRELESS , PALTAN","(23.7440497, 90.4098251)",23.7440497,90.4098251,R9C8
"JABBAR TOWER,H 42,RD 135,GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"DHAKESHARI TEMPLE , DHAKESHWARI RD , PALASHI , LALBAG","(25.72591, 89.25457)",25.72591,89.25457,
"OBONI FASHION , H 4/ 14 , RAZIA SULTANA RD, MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"H 18 , RD 5, KADERABAD HOUSING , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"DHALAI KARKHANA LINK RD , EAST RAYER BAZAR","(25.74442, 88.49186)",25.74442,88.49186,
"ROAD 08,MIRPUR DOHS,MIRPUR 12","(23.8338115, 90.3675309)",23.8338115,90.3675309,R19C4
"ZIGATOLA BUS STAND , JIGATOLA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"KALLYANPUR GIRLS SCHOOL AND COLLEGE,KALLYANPUR MAIN  RD","(23.7822667, 90.3593307)",23.7822667,90.3593307,R13C3
"FURNITEX LIMITED EXPERIENCE CENTER,RESIDENTIAL AREA,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"1/1, BEPARI GOLI, WIRELESS , MOGBAZAR","(23.750986, 90.4087169)",23.750986,90.4087169,R10C8
"ANA RANA VILLA,H 24/8,TAJMAHAL RD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"COMFORT DIAGNOSTIC CENTER, GREEN RD , DHANMONDI","(23.7492011, 90.3862306)",23.7492011,90.3862306,R9C5
"MOSHARRAF TEA STALL , TURAG TIR , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
OFFICERS CLUB BAILY RD RAMNA,"(23.7423245, 90.4050489)",23.7423245,90.4050489,R9C7
"LN 2,BLOCK C,MIRPUR 10","(23.805, 90.366)",23.805,90.366,R16C3
"AIRPORT RAIL STATION , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"GULSHAN CENTRAL MASJID , GULSHAN 2 , GULSHAN","(23.7901058, 90.4145785)",23.7901058,90.4145785,R14C8
"SUMONA AMN,H 246,RD 3,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"KULLA,DHAMRAI,DHAKA","(23.8771402, 90.2138357)",23.8771402,90.2138357,
"SHER E BANGLA AGRICULTURAL UNIVERSITY,SHER E BANGLA NAGAR","(23.7719857, 90.375502)",23.7719857,90.375502,R12C4
"HOTEL NANDINI , SHUKRABAD , DHANMONDI 32","(23.74, 90.385)",23.74,90.385,R8C5
"WHITE PALACE CONVENTION HALL,RING ROAD,MOHAMMADPUR","(23.7740268, 90.3623923)",23.7740268,90.3623923,R12C3
"FM RICHVIEW , HOUSE 349/A , ROAD 9 , BLOCK C , BASUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,
"BANGLADESH EYE HOSPITAL,MIRPUR,BLOCK D,MIRPUR 2","(23.805, 90.366)",23.805,90.366,R16C3
"MANNAN HIGH SCHOOL MARKERT,DHAKA DEMRA HIGHWAY,SHOMIR AKHRA","(24.9058, 88.77014)",24.9058,88.77014,
"H 17,RD 15,NIKUNJA 2","(23.8335443, 90.4165704)",23.8335443,90.4165704,R19C9
"AKHI MOBILE CENTER & SALMA STORE , HATIRJHEEL LINK RD , NIKETON","(7.25, 2.16667)",7.25,2.16667,
"RD 8,SECTOR 1,UTTARA","(23.8628957, 90.396811)",23.8628957,90.396811,R22C7
"H D 6 , RD 2 , MOHANAGAR HOUSING PROJECT , RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,R11C9
"S HAQUARE TRADERS , DHAKA UDDAN , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"JAMPUR , SONARGAON , NARAYANGANJ","(23.61352, 90.50298)",23.61352,90.50298,
"319/2,MIDDLE PIRERBAG,SHIMULTOLA MUKTI HOUSINGM,DOKKHIN PAIKPARA","(22.28455, 91.9809)",22.28455,91.9809,
"MONIR GENERAL STORE , SHYAMOLI , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"TECH BANGLA , SOUTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"SAMORITA HOSPITAL , PANTHAPATH","(23.7523917, 90.3853287)",23.7523917,90.3853287,R10C5
"GAZI PHARMACY , KHA 56 , RD 106 , SHAHJADPUR , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"BACHCHU HOWLADER TRADERS , WEST JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"KAMAL SRIMTY PATHAGAR , H 106 , 5 , DINANATH SEN RD , GANDARIA","(23.70576, 90.42954)",23.70576,90.42954,R5C10
"SONGKOLPO FOUNDATION,BLOCK A,MIRPUR 2","(23.805, 90.366)",23.805,90.366,R16C3
"UCB ATM , TEJTURI BAZAR , TEJGAON","(23.7526685, 90.3848858)",23.7526685,90.3848858,R10C5
"MIRJAPUR POUROSHOVA , MIRJAPUR , TANGAIL","(24.24984, 89.91655)",24.24984,89.91655,
"DELTA LIFE TOWER,H 37,RD 90,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"NRB GLOBAL BANK LIMITED , 94 , GULSHAN AVENUE , DAKKHIN BADDA , GULSHAN","(23.7865572, 90.4170714)",23.7865572,90.4170714,R13C9
"R K AIR CONDITIONING,SOUTH BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"CROWNE PLAZA DHAKA GULSHAN,AN IHG HOTEL,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"H 2/1,NURJAHAN RD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"SHAMIM STORE,NIMAI KASHARI,SIDDHIRGANJ","(23.69127, 90.5149)",23.69127,90.5149,
"BASABO ,DHAKA , BANGLADESH","(24.16667, 90.41667)",24.16667,90.41667,
"GOLDEN BOILER MANUFACTURING CO LTD SHAHID BUDDHIJIBI GRAVEYARD,MIRPUR 12","(23.805, 90.366)",23.805,90.366,R16C3
"HUMAYUN ROAD,MOHAMMADPUR","(23.7662855, 90.3617656)",23.7662855,90.3617656,R11C3
"KHILGAON CITY CORPORATION BUILDING,RD 9,KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,R10C13
"SHEKHERTEK ELECTRIC,H 13,SHEKHERTEK MAIN RD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"BANGLADESH KHRISHI BANK , SHYAMOLI RD 1 , SHYAMOLI","(23.77438, 90.36538)",23.77438,90.36538,R12C3
"BANGLADESH CHINA FRIENDSHIP EXHIBITION CENTER,PURBACHAL,","(23.8426962, 90.5338706)",23.8426962,90.5338706,
"ASIF ADNAN AHMED , SECTOR 4, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"NILA MARKET , PURBACHAL EXPRESS HIGHWAY , TAHORDIA , NARAYANGANJ","(23.61352, 90.50298)",23.61352,90.50298,
"ORO ROASTERS , SECTION 1 , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"H 258, RD 10 , KHILGAON","(23.7475076, 90.4374104)",23.7475076,90.4374104,R9C11
"DOUBLE DELIGHT, HOUSE  1075, ROAD 6A, DOHS, MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"MA ELECTRONIC,BOU BAZAR ROAD,UTTOR KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,R14C4
UTTARA SECTOR 11 KACHA BAZAR,"(25.74442, 88.49186)",25.74442,88.49186,
THE BUFFET STORIES DHANMONDI,"(23.74, 90.385)",23.74,90.385,R8C5
"RD 7 , BLOCK D , BANASREE","(23.7619434, 90.4319378)",23.7619434,90.4319378,R11C10
"BDIC BAZAR , SHIMULTOLY RD , 1702","(23.9833, 90.4)",23.9833,90.4,
"BANK ALFALAH,GULSHAN AVENUE,GULSHAN 2,,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
japan bangladesh friendship hospital,"(23.7394953, 90.3750642)",23.7394953,90.3750642,R8C4
"ORCHARD CONVENTION HALL , GREEN ROAD , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"MEENA BAZAR,BANASREE,BLOCK C","(23.7604739, 90.4298532)",23.7604739,90.4298532,R11C10
"MASUD AUTOMOBILES,DIYABARI,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"SHOPNO NEER 6,MITALI HOUSING SOCIETY,SOUTH KAFRUL","(23.78822, 90.37359)",23.78822,90.37359,R14C4
"TOKYO SQUARE CONVENTION CENTER , SHYAMOLI , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
DR. FAZLUL HAQUE COLORECTAK HOSPITAL LIMITED WEST DHANMONDI,"(23.74, 90.385)",23.74,90.385,R8C5
"JAHAN, H 21/1, JIGATALA MAIN RD, JIGATALA","(25.15867, 89.66515)",25.15867,89.66515,
"CUP O JOE, ROAD 24, GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
